Method,Entropy,StdDev,SSIM,Bhattacharyya,LCV
GHE,6.8202615130937,0.289898432519291,0.6237867743009,0.764821655426695,0.0223644286109359
AHE,7.90378188478951,0.273077586355631,0.671957987719249,0.437396414670389,0.0279319547529885
CLAHE,7.96493544108053,0.280134573886004,0.531760409218642,0.462633670678029,0.0416542653690924
