Method,Entropy,StdDev,SSIM,Bhattacharyya,LCV
GHE,6.12359273094692,0.288326947863742,0.680349592968891,0.748018099751888,0.00485773494761694
AHE,7.39879886258357,0.272729757785798,0.794772487206848,0.544955297363714,0.00988835542133633
CLAHE,7.73313975413334,0.29438378380144,0.609443608523357,0.517603485455582,0.0158637476048407
