Method,Entropy,StdDev,SSIM,Bhattacharyya,LCV
GHE,5.49326772431654,0.290790798430046,0.28448977637967,0.872849041129566,0.0223398706078902
AHE,7.0074012272907,0.127040954435867,0.577698995906584,0.612835044735758,0.00527685846489719
CLAHE,7.96615527491028,0.265547363411818,0.142446581806288,0.730034009168288,0.0439453570455394
