Amount,SSIM,PSNR,MSE,Sobel,LaplacianVar,Ring,Score
0.5,0.986701878390691,33.7700071921556,0.000419758288847607,0.0375347593582888,0.0381404428851229,0.190207421948006,10.5141877112036
1,0.955130219928414,27.749407278876,0.00167903315539043,0.0391978609625668,0.0575721868112543,0.235619363291451,8.69282143676686
1.5,0.914509204496169,24.2275820977624,0.00377782459962846,0.0405882352941176,0.0781479380377599,0.275663854032076,7.61800776059719
2,0.870366297439902,21.7288073655964,0.00671613262156171,0.0419679144385027,0.0988680713068765,0.310807766439925,6.84911993732326
