Method,Entropy,StdDev,SSIM,Bhattacharyya,LCV
GHE,4.88584578185577,0.289301389334578,0.223196898619766,0.96834198281276,0.00457628866310652
AHE,6.37933865202604,0.135799685233638,0.748666879733188,0.427126894094154,0.00099707666480134
CLAHE,7.53206537843722,0.231852293044679,0.280458449199937,0.659563135549121,0.00513728927713632
