Method,Entropy,StdDev,SSIM,Bhattacharyya,LCV
GHE,6.34638524303946,0.289771848810096,0.536572107417458,0.84358884819649,0.00321088849653537
AHE,7.44495083900446,0.210870767708443,0.695411121681228,0.406591487533372,0.00386271603484817
CLAHE,7.84794972614097,0.260727965108037,0.402823426279037,0.518228424990184,0.0090546268255664
