Image_Name,Method,Tile_Size,Clip_Limit,Entropy,StdDev,SSIM,Bhattacharyya,LCV
D4.jpg,CLAHE,8,6,7.94880733554575,0.262015315335352,0.173350117480614,0.72262390088888,0.0354609525762467
D4.jpg,CLAHE,8,8,7.97243257949267,0.270385982020558,0.157492218763975,0.730589332069922,0.0389719048431282
D4.jpg,CLAHE,16,2,7.42209547411589,0.170084563005461,0.356774588190057,0.658127954824581,0.0130657409129693
D4.jpg,CLAHE,16,4,7.81978133875642,0.23016258482825,0.203653827335299,0.702217666950841,0.0292574533137724
D4.jpg,CLAHE,16,6,7.93416089846655,0.255585624663434,0.159233098180023,0.719757651740845,0.0392544600066311
D4.jpg,CLAHE,16,8,7.96615527491028,0.265547363411818,0.142446581806288,0.730034009168288,0.0439453570455394
D4.jpg,CLAHE,32,2,7.46884171386398,0.17509446365059,0.296541375896892,0.6840984826539,0.0167961203483544
D4.jpg,CLAHE,32,4,7.77718253083498,0.220722978217045,0.190806558762829,0.706497927048427,0.0310533886312477
D4.jpg,CLAHE,32,6,7.91431279528026,0.249176489557621,0.145960170947197,0.722226080466999,0.0425462661953647
D4.jpg,CLAHE,32,8,7.95278410428727,0.259822955229126,0.130544295638235,0.732155887487039,0.0477728302758118
L0.jpg,CLAHE,0,0,6.35101289714065,0.22234840940674,1,0,0.00167888558381911
L0.jpg,CLAHE,8,2,7.49427543749289,0.262502913325304,0.675416816759298,0.477775741349309,0.00795268703055477
L0.jpg,CLAHE,8,4,7.68228618998126,0.272638471275729,0.587299084279636,0.478752314725222,0.00972553624707576
L0.jpg,CLAHE,8,6,7.74290189305744,0.274918167333682,0.544194712434147,0.488296216985991,0.0107674974522317
L0.jpg,CLAHE,8,8,7.77642462928845,0.276389331305674,0.516743352792231,0.503803235286082,0.011662961417256
L0.jpg,CLAHE,16,2,7.39626221386064,0.249547745171309,0.63462611309848,0.473573700670486,0.0101734832197792
L0.jpg,CLAHE,16,4,7.61213971450201,0.26523299228712,0.534597419823274,0.473018022668389,0.0132354499004875
L0.jpg,CLAHE,16,6,7.66906552734376,0.27204151053108,0.484238274710253,0.489637678370974,0.0152218039476038
L0.jpg,CLAHE,16,8,7.72190689931928,0.274691163662693,0.456202433445181,0.498895224330541,0.0164868112595999
L0.jpg,CLAHE,32,2,7.23198517886037,0.25177356443696,0.627060480044188,0.556849466304491,0.0110837798707746
L0.jpg,CLAHE,32,4,7.30183075361107,0.271391480341692,0.5040818100755,0.524595565037979,0.0161196398748038
L0.jpg,CLAHE,32,6,7.27140263175071,0.280178159996987,0.448551664787258,0.534395629455932,0.0189837553990766
L0.jpg,CLAHE,32,8,7.24124500973461,0.284246588779808,0.416641796363627,0.482248843490741,0.0209225803350132
L1.jpg,CLAHE,0,0,7.14405949835107,0.198135621666273,1,0,0.00320906334769459
L1.jpg,CLAHE,8,2,7.77487767279966,0.251649418131211,0.651512467407784,0.366963349824341,0.00996289313798018
L1.jpg,CLAHE,8,4,7.8742127374249,0.260191458789091,0.566566846509612,0.378627634151845,0.0128045072097057
L1.jpg,CLAHE,8,6,7.8931309997776,0.26251746856804,0.538515751942747,0.368949447557891,0.0139365029970918
L1.jpg,CLAHE,8,8,7.88108660849165,0.263003424945319,0.526433193361323,0.374616679295073,0.0143475025412235
L1.jpg,CLAHE,16,2,7.71850721218101,0.237829230400957,0.623001402612219,0.349892284540766,0.0108414798093864
L1.jpg,CLAHE,16,4,7.86559424037291,0.253407399906479,0.51764295569187,0.364502174997509,0.0157395973696675
L1.jpg,CLAHE,16,6,7.89357639343809,0.258710600367166,0.479331541182949,0.364920965481216,0.0182301195746256
L1.jpg,CLAHE,16,8,7.89555271772112,0.262404625289348,0.461102726150903,0.367130637489613,0.0196970494757133
L1.jpg,CLAHE,32,2,7.60210891018548,0.223480459857139,0.59780523488041,0.354997495531454,0.0112811283220579
L1.jpg,CLAHE,32,4,7.75175090996786,0.248523947366142,0.472884686621489,0.358631230805704,0.0188465736666476
L1.jpg,CLAHE,32,6,7.81791934206452,0.257497016992435,0.433996650475759,0.376281379413575,0.0224415989683901
L1.jpg,CLAHE,32,8,7.8486053887783,0.262477106972724,0.413242627979279,0.359328183587132,0.0248130241850205
L2.jpg,CLAHE,0,0,6.38053473752836,0.23136783190765,1,0,0.00296075154290879
L2.jpg,CLAHE,8,2,7.50886517129238,0.286775003400637,0.710030415790295,0.536653886335639,0.0139450440413406
L2.jpg,CLAHE,8,4,7.60694054577184,0.292986631709459,0.655303355842605,0.536079312355429,0.0155735692849863
L2.jpg,CLAHE,8,6,7.66874589984701,0.293027652157899,0.628532179650393,0.532010842322587,0.0157497287263331
L2.jpg,CLAHE,8,8,7.73313975413334,0.29438378380144,0.609443608523357,0.517603485455582,0.0158637476048407
L2.jpg,CLAHE,16,2,7.31795185944711,0.280578811274829,0.685191899951405,0.535168525059938,0.0154659160979129
L2.jpg,CLAHE,16,4,7.43247180090406,0.292876163388784,0.611411784166438,0.529862013261765,0.0192887542683308
L2.jpg,CLAHE,16,6,7.54993304568625,0.294459134401671,0.580000497146542,0.528260490074974,0.0200081619063177
L2.jpg,CLAHE,16,8,7.63500791757276,0.295383221293178,0.560344898859194,0.521540796320185,0.0203329993637003
L2.jpg,CLAHE,32,2,6.95023422800885,0.281036549867559,0.6757319248863,0.562625600364845,0.0156837070136739
L2.jpg,CLAHE,32,4,7.07925113255436,0.298986132327176,0.575732006260002,0.548260150802658,0.0225177457957806
L2.jpg,CLAHE,32,6,7.13078357773608,0.302507627588414,0.543124468465013,0.552045205284178,0.0241578226353565
L2.jpg,CLAHE,32,8,7.18816749062588,0.303509801906551,0.522620598706064,0.510699766540436,0.0249225305134725
L3.jpg,CLAHE,0,0,6.28296652796404,0.223679148675428,1,0,0.00237750404060258
L3.jpg,CLAHE,8,2,7.47159298148468,0.276220113255613,0.774378722602081,0.533274235305448,0.00644829415353833
L3.jpg,CLAHE,8,4,7.5981930644124,0.279285873230488,0.717273638081041,0.508475041054476,0.00701712524151101
L3.jpg,CLAHE,8,6,7.66738884506937,0.281797574363843,0.682893026833522,0.513943207147189,0.00748425536774441
L3.jpg,CLAHE,8,8,7.66929736870937,0.283319779072446,0.660162967973388,0.526698787101914,0.00789482022855304
L3.jpg,CLAHE,16,2,7.40895797796756,0.264745406263583,0.70773693310175,0.533270509092458,0.00862748654955203
L3.jpg,CLAHE,16,4,7.55738284292701,0.272710747650546,0.634530505804504,0.513048006130342,0.0102176362116121
L3.jpg,CLAHE,16,6,7.64940723617053,0.275996952243109,0.596296619629498,0.507156876747847,0.01101875684127
L3.jpg,CLAHE,16,8,7.68411834617489,0.278235013210037,0.573327415159386,0.517062645438293,0.0116234073813454
L3.jpg,CLAHE,32,2,7.24947410713685,0.26308816658014,0.675689711694549,0.56457066978038,0.00997346771262564
L3.jpg,CLAHE,32,4,7.25075642997245,0.276822813134388,0.578490100330943,0.543068189923579,0.0132471460510022
L3.jpg,CLAHE,32,6,7.11737623490945,0.282257495900754,0.532660423548911,0.554288265262022,0.0150454688920658
L3.jpg,CLAHE,32,8,7.03526507867962,0.284665159645413,0.506355611503364,0.500220283227646,0.0161229675048991
L4.jpg,CLAHE,0,0,6.92566162825952,0.139137725574956,1,0,0.00538684053048685
L4.jpg,CLAHE,8,2,7.96674803653167,0.279074702549357,0.618206211018492,0.45936581423861,0.0298516933752243
L4.jpg,CLAHE,8,4,7.98520331018504,0.277320018808692,0.586191756646007,0.475273097148886,0.0302967309351248
L4.jpg,CLAHE,8,6,7.98874328729256,0.27711157217764,0.572659031755866,0.485735483945416,0.03063047245097
L4.jpg,CLAHE,8,8,7.98999881286107,0.277443490011354,0.565438914295294,0.492071078158574,0.0308905269077054
L4.jpg,CLAHE,16,2,7.94781206518517,0.278290709632344,0.592766291364987,0.448833352126707,0.0349585846810857
L4.jpg,CLAHE,16,4,7.97870892912705,0.277736963234182,0.554399919226172,0.464860440145797,0.0361546508374666
L4.jpg,CLAHE,16,6,7.98547248854117,0.276902139337781,0.538504763735131,0.476131782294883,0.036722156562855
L4.jpg,CLAHE,16,8,7.98796793432171,0.276952735570252,0.530215165144281,0.48324947452669,0.0371501566644853
L4.jpg,CLAHE,32,2,7.90451495740933,0.276874460211711,0.588749686701299,0.459324419631968,0.0376770348185491
L4.jpg,CLAHE,32,4,7.96493544108053,0.280134573886004,0.531760409218642,0.462633670678029,0.0416542653690924
L4.jpg,CLAHE,32,6,7.97653736431074,0.278197219898685,0.512922980779706,0.468907791863572,0.042703615888715
L4.jpg,CLAHE,32,8,7.98078913705399,0.277365970602436,0.503274069671625,0.476202042987967,0.0433587076477249
