Window,SSIM,PSNR,MSE,Sobel,LaplacianVar,Ring,Score
3x3,0.967582951495864,35.1822204071599,0.000303234045025418,0.021152,0.00605127843704307,0.0301674638310493,10.9413725608024
5x5,0.939322523591479,32.274462590138,0.000592316377461662,0.0181866666666667,0.00551673442978234,0.0189229849636656,10.0584865964535
7x7,0.926281755772381,31.0679294137037,0.000782000550215731,0.0169173333333333,0.00538400624414045,0.0147464301644963,9.69156881730633
