Window,SSIM,PSNR,MSE,Sobel,LaplacianVar,Ring,Score
3x3,0.932909263626972,28.5906908081305,0.00138334632024842,0.0287914438502674,0.00718077714852987,0.0733703451907135,8.94649280083873
5x5,0.848014053743867,25.2326381892373,0.00299734118442036,0.0247379679144385,0.00399832605376599,0.0483475187004148,7.90673622167708
7x7,0.792187044999085,23.7459901435833,0.00422086037113108,0.0221978609625668,0.00294714572883082,0.0367717766864059,7.43908709803802
