Window,SSIM,PSNR,MSE,Sobel,LaplacianVar,Ring,Score
3x3,0.945070616073637,30.9130610080331,0.000810389675114782,0.0260119047619048,0.0095953751894413,0.065775697653644,9.64884866810163
5x5,0.895612955966917,27.9509393381434,0.00160289866128005,0.0219246031746032,0.00762202887866628,0.0507071451460644,8.74125064265437
7x7,0.855338550505561,26.1645379741046,0.00241850061738566,0.0195039682539683,0.00668358615128059,0.0422586106899672,8.1896478567434
