Window,SSIM,PSNR,MSE,Sobel,LaplacianVar,Ring,Score
3x3,0.952516091590911,29.4052445414261,0.0011467679476882,0.0244192972007147,0.0117114790196352,0.0646639877216944,9.19961180111929
5x5,0.915642558213248,26.8186609544388,0.0020803380118483,0.0192972007147111,0.00971620841770176,0.0476680510170993,8.4097818116273
7x7,0.890591056096865,25.509106087275,0.00281247966636026,0.0159023228111971,0.00895809918988499,0.040801047351807,8.00709293811954
