Window,SSIM,PSNR,MSE,Sobel,LaplacianVar,Ring,Score
3x3,0.846331374712056,27.3042913554802,0.00186024807779985,0.0243866366489738,0.00872404402030354,0.0682553267755832,8.52611946711048
5x5,0.762518445366327,25.3355353996373,0.00292715998789805,0.021806648809426,0.0061518739587268,0.0457497632732965,7.90359615798842
7x7,0.715335874176156,24.2533716884237,0.00375545732415771,0.0187583192283043,0.00525126641628322,0.0349376766074199,7.56067750136889
