Window,SSIM,PSNR,MSE,Sobel,LaplacianVar,Ring,Score
3x3,0.914640548570789,25.4809682326824,0.00283076082482904,0.0249536178107607,0.0112547919275291,0.0773228337196058,8.00575217075243
5x5,0.863835727933148,23.3389998491647,0.00463553660719586,0.0244588744588745,0.00723924744301468,0.0456225638884841,7.34537824806329
7x7,0.829889404723919,22.2510991507678,0.0059551140717725,0.0269944341372913,0.00605957178216678,0.0304965854996604,7.00694573775471
