Window,SSIM,PSNR,MSE,Sobel,LaplacianVar,Ring,Score
3x3,0.939560261290635,32.5457592084808,0.000556447350849506,0.0266006006006006,0.00227459987697664,0.0427234849884103,10.1381113938743
5x5,0.869498100872273,29.240261711369,0.00119117022443436,0.0195555555555556,0.00112542738275838,0.0260922581201097,9.119217509219
7x7,0.833178012140029,28.0118733849594,0.00158056609473757,0.016006006006006,0.000836135963823889,0.0199694797410525,8.73636242995724
